Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.3220           1.1675       1.1441       0.0234    90.5
0.3230           1.1330       1.0786       0.0543   210.2
0.3240           1.1548       1.1249       0.0300   115.9
0.3250           1.1516       1.1146       0.0370   143.2
0.3260           1.1367       1.0891       0.0477   184.4
0.3270           1.1590       1.1304       0.0286   110.6
0.3280           1.1440       1.0872       0.0568   219.8
0.3290           1.1637       1.1463       0.0174    67.3
0.3300           1.1360       1.0717       0.0642   248.5
0.3310           1.1756       1.1566       0.0191    73.8
0.3320           1.1328       1.0710       0.0618   239.2
0.3330           1.1602       1.1385       0.0217    84.0
0.3340           1.1475       1.0992       0.0484   187.2
0.3350           1.1475       1.1105       0.0370   143.1
0.3360           1.1457       1.1071       0.0386   149.3
0.3370           1.1482       1.1014       0.0468   180.9
0.3380           1.1596       1.1368       0.0228    88.0
0.3390           1.1326       1.0715       0.0611   236.4
0.3400           1.1752       1.1557       0.0195    75.4
0.3410           1.1369       1.0725       0.0644   249.1
0.3420           1.1644       1.1474       0.0170    65.8
0.3430           1.1436       1.0854       0.0583   225.3
0.3440           1.1613       1.1339       0.0275   106.2
0.3450           1.1359       1.0865       0.0494   191.3
0.3460           1.1526       1.1170       0.0356   137.6
0.3470           1.1545       1.1229       0.0316   122.3
0.3480           1.1339       1.0806       0.0533   206.0
0.3490           1.1663       1.1417       0.0246    95.1
0.3500           1.1420       1.0810       0.0611   236.2
0.3510           1.1653       1.1490       0.0163    63.1
0.3520           1.1389       1.0750       0.0639   247.3
0.3530           1.1729       1.1519       0.0210    81.1
0.3540           1.1326       1.0738       0.0588   227.3
0.3550           1.1579       1.1321       0.0258    99.9
0.3560           1.1500       1.1073       0.0427   165.2
0.3570           1.1416       1.0987       0.0429   165.9
0.3580           1.1530       1.1196       0.0333   129.0
0.3590           1.1465       1.0938       0.0527   203.9
0.3600           1.1626       1.1429       0.0196    75.9
0.3610           1.1344       1.0706       0.0639   247.0
0.3620           1.1772       1.1583       0.0189    72.9
0.3630           1.1348       1.0707       0.0642   248.2
0.3640           1.1631       1.1439       0.0192    74.1
0.3650           1.1462       1.0924       0.0538   208.0
0.3660           1.1545       1.1220       0.0325   125.6
0.3670           1.1408       1.0967       0.0441   170.5
0.3680           1.1507       1.1089       0.0417   161.4
0.3690           1.1577       1.1309       0.0268   103.5
0.3700           1.1328       1.0746       0.0582   225.3
0.3710           1.1724       1.1509       0.0216    83.4
0.3720           1.1398       1.0758       0.0640   247.4
0.3730           1.1659       1.1496       0.0163    63.2
0.3740           1.1420       1.0800       0.0620   239.8
0.3750           1.1680       1.1439       0.0241    93.4
0.3760           1.1339       1.0793       0.0546   211.0
0.3770           1.1555       1.1246       0.0309   119.5
0.3780           1.1528       1.1158       0.0369   142.9
0.3790           1.1371       1.0882       0.0489   189.1
0.3800           1.1608       1.1322       0.0286   110.6
0.3810           1.1447       1.0867       0.0580   224.4
0.3820           1.1650       1.1474       0.0175    67.9
0.3830           1.1371       1.0720       0.0651   251.7
0.3840           1.1767       1.1571       0.0196    75.7
