Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
19.5000       -4460.528    -4606.569      146.041  2092.3
19.5500       -4459.937    -4601.057      141.120  2021.8
19.6000       -4462.482    -4599.735      137.253  1966.4
19.6500       -4468.006    -4602.088      134.082  1920.9
19.7000       -4473.005    -4611.071      138.067  1978.0
19.7500       -4475.697    -4612.074      136.377  1953.8
19.8000       -4476.825    -4605.675      128.850  1846.0
19.8500       -4474.763    -4605.865      131.102  1878.2
19.9000       -4468.744    -4604.202      135.458  1940.7
19.9500       -4462.405    -4599.053      136.648  1957.7
20.0000       -4459.888    -4601.284      141.396  2025.7
20.0500       -4458.948    -4604.749      145.801  2088.8
20.1000       -4459.078    -4601.547      142.468  2041.1
20.1500       -4459.948    -4602.027      142.079  2035.5
20.2000       -4462.656    -4592.542      129.886  1860.8
20.2500       -4466.146    -4602.644      136.497  1955.5
20.3000       -4470.543    -4602.156      131.613  1885.6
20.3500       -4475.465    -4610.120      134.654  1929.1
20.4000       -4479.663    -4618.878      139.215  1994.5
20.4500       -4482.380    -4619.518      137.138  1964.7
20.5000       -4481.707    -4616.585      134.879  1932.3
20.5500       -4474.148    -4608.413      134.265  1923.6
20.6000       -4464.789    -4605.061      140.272  2009.6
20.6500       -4460.732    -4595.110      134.378  1925.2
20.7000       -4458.052    -4598.720      140.667  2015.3
20.7500       -4456.314    -4601.033      144.719  2073.3
20.8000       -4456.559    -4605.980      149.420  2140.7
20.8500       -4460.143    -4604.907      144.763  2074.0
20.9000       -4464.611    -4602.634      138.023  1977.4
20.9500       -4467.755    -4608.018      140.263  2009.5
21.0000       -4468.665    -4603.466      134.802  1931.2
21.0500       -4467.244    -4597.695      130.451  1868.9
21.1000       -4461.643    -4599.705      138.063  1978.0
21.1500       -4454.397    -4596.435      142.038  2034.9
21.2000       -4451.281    -4602.990      151.709  2173.5
21.2500       -4451.799    -4601.303      149.504  2141.9
21.3000       -4454.933    -4601.305      146.372  2097.0
21.3500       -4459.439    -4600.710      141.272  2023.9
21.4000       -4462.592    -4595.274      132.682  1900.9
21.4500       -4463.267    -4608.550      145.283  2081.4
21.5000       -4463.322    -4592.481      129.159  1850.4
21.5500       -4461.719    -4604.290      142.571  2042.6
21.6000       -4460.444    -4600.216      139.773  2002.5
21.6500       -4458.435    -4613.340      154.906  2219.3
21.7000       -4458.487    -4597.311      138.824  1988.9
21.7500       -4459.353    -4604.214      144.861  2075.4
21.8000       -4460.885    -4599.544      138.659  1986.5
21.8500       -4462.807    -4603.584      140.777  2016.9
21.9000       -4464.195    -4596.911      132.716  1901.4
21.9500       -4463.469    -4603.730      140.261  2009.5
22.0000       -4462.158    -4608.749      146.591  2100.1
22.0500       -4461.704    -4603.494      141.790  2031.4
22.1000       -4461.241    -4599.768      138.527  1984.6
22.1500       -4460.622    -4600.520      139.898  2004.3
22.2000       -4460.748    -4600.715      139.966  2005.2
22.2500       -4462.746    -4608.596      145.850  2089.5
22.3000       -4467.223    -4602.219      134.996  1934.0
22.3500       -4471.009    -4608.552      137.544  1970.5
22.4000       -4473.757    -4608.125      134.368  1925.0
22.4500       -4474.704    -4611.321      136.616  1957.2
22.5000       -4473.844    -4605.921      132.077  1892.2
22.5500       -4467.701    -4609.981      142.280  2038.4
22.6000       -4460.163    -4605.659      145.495  2084.5
22.6500       -4457.240    -4596.716      139.476  1998.2
22.7000       -4456.950    -4604.497      147.547  2113.8
22.7500       -4459.149    -4599.572      140.423  2011.8
22.8000       -4461.745    -4598.515      136.771  1959.5
22.8500       -4462.963    -4605.402      142.439  2040.7
22.9000       -4464.488    -4606.784      142.296  2038.6
22.9500       -4467.530    -4603.786      136.257  1952.1
23.0000       -4473.420    -4610.411      136.991  1962.6
23.0500       -4479.399    -4620.589      141.190  2022.8
23.1000       -4482.048    -4618.024      135.976  1948.1
23.1500       -4481.841    -4612.932      131.091  1878.1
23.2000       -4478.501    -4607.506      129.006  1848.2
23.2500       -4472.623    -4608.633      136.011  1948.6
23.3000       -4469.027    -4608.625      139.598  2000.0
23.3500       -4467.421    -4604.973      137.552  1970.6
23.4000       -4465.958    -4602.749      136.791  1959.7
23.4500       -4464.353    -4599.885      135.532  1941.7
23.5000       -4461.462    -4594.652      133.189  1908.1
23.5500       -4457.605    -4599.256      141.651  2029.4
23.6000       -4454.667    -4601.502      146.835  2103.6
23.6500       -4454.434    -4595.770      141.336  2024.9
23.7000       -4456.522    -4601.286      144.764  2074.0
23.7500       -4462.482    -4602.190      139.708  2001.5
23.8000       -4469.778    -4602.152      132.375  1896.5
